,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000246627,7.489135633,-1.141701325,0.592001235,-1.92854551,0.053787309,0.213837068
ENSG00000246640,4.670647,0.451712475,0.738598656,0.611580418,0.540815397,0.800925441
ENSG00000246662,17.19080579,-0.034303621,0.40682466,-0.084320407,0.932801687,0.980509337
ENSG00000246695,166.9656321,0.421185944,0.215110811,1.957995241,0.050230571,0.203783338
ENSG00000246705,703.5738348,0.800156833,0.206766,3.869866582,0.000108895,0.001649096
ENSG00000246731,7.534006305,-0.376401631,0.545865307,-0.689550381,0.49047698,0.769812577
ENSG00000246763,155.4917694,-1.477050841,0.307613201,-4.80164973,1.57E-06,4.15E-05
ENSG00000246777,4.723540692,0.766329383,0.754285676,1.015967037,0.309645084,0.617314517
ENSG00000246792,5.641672047,-0.095146409,0.626754765,-0.151808035,0.879338345,0.962221885
ENSG00000246859,106.6157627,-0.502164289,0.18831562,-2.666609853,0.007662056,0.051721688
ENSG00000246863,1.285356653,-2.21783645,1.634418533,-1.356957478,0.174794722,NA
ENSG00000246877,2.51118309,-0.099098233,1.196383001,-0.082831528,0.933985499,NA
ENSG00000246889,15.7793181,-0.221429554,0.403134555,-0.549269595,0.58282045,0.826559579
ENSG00000246922,41.0412555,-0.255800942,0.310858569,-0.822885282,0.410573233,0.709059935
ENSG00000246982,15.40475893,-0.818520916,0.391594811,-2.090224113,0.036597672,0.163863362
ENSG00000246985,18.27345341,0.14488594,0.414161207,0.349829818,0.72646642,0.906860823
ENSG00000247077,175.0065007,0.298809292,0.135451223,2.206028749,0.027381987,0.13414187
ENSG00000247081,53.01916955,0.93752945,0.408480907,2.295161008,0.021723899,0.112975317
ENSG00000247092,29.49568836,0.220114476,0.311336523,0.706998568,0.479567367,0.761772886
ENSG00000247095,185.3755216,0.419374259,0.3448315,1.216171545,0.223919581,0.519127596
ENSG00000247121,14.79131104,-0.226531226,0.501331481,-0.451859167,0.651370442,0.8669853
ENSG00000247134,3.829563652,-0.244643509,1.080618149,-0.226392189,0.820896402,NA
ENSG00000247137,15.09574475,-0.342482534,0.47246804,-0.724879792,0.468525779,0.753201721
ENSG00000247157,25.84435204,-0.401363069,0.545229026,-0.736136651,0.46164754,0.74778775
ENSG00000247199,3.672947598,-0.24451358,0.771022524,-0.317128971,0.751145743,NA
ENSG00000247228,129.7344028,0.226368676,0.225711392,1.002912056,0.315903295,0.623807762
ENSG00000247240,15.74011288,-0.502979498,0.389370699,-1.29177542,0.19643493,0.480935544
ENSG00000247271,90.09939841,-0.152145354,0.214128067,-0.710534382,0.477372818,0.759860009
ENSG00000247311,17.56207414,2.621454274,0.476071674,5.506427743,3.66E-08,1.49E-06
ENSG00000247317,30.46638596,-0.930398638,0.596154925,-1.560665859,0.118602611,0.356815402
ENSG00000247324,2.322924037,-0.645351077,0.947815071,-0.680882903,0.495945587,NA
ENSG00000247345,1.427675674,0.261823549,1.318931903,0.198511802,0.842644652,NA
ENSG00000247373,9.348100582,0.044476066,0.534134206,0.083267586,0.933638773,0.980829369
ENSG00000247400,20.28217993,-0.13344609,0.420115629,-0.317641338,0.750757014,0.916668241
ENSG00000247473,1.41750389,-0.402653793,1.352394131,-0.297734058,0.765906147,NA
ENSG00000247498,32.48839795,-0.299929961,0.530086764,-0.565812961,0.571520935,0.820948363
ENSG00000247516,81.91076286,-0.150744719,0.232462567,-0.64846879,0.51668179,0.788368391
ENSG00000247556,1503.296461,0.222459239,0.112335916,1.980303781,0.047669404,0.196867477
ENSG00000247570,5.99982695,-0.445141952,0.714824327,-0.622729159,0.533462518,0.797185123
ENSG00000247572,82.35499289,-0.64177678,0.256499637,-2.502057262,0.012347395,0.074819771
ENSG00000247595,8.661889718,0.636059197,0.541714826,1.174158739,0.240331449,0.540683056
ENSG00000247596,186.5092014,0.12335548,0.293776049,0.419896313,0.674561202,0.881358805
ENSG00000247624,2.945477094,-0.021039153,0.854217052,-0.024629751,0.980350289,NA
ENSG00000247626,41.40670235,0.446080244,0.259485215,1.719096955,0.085596719,0.290501951
ENSG00000247627,119.0499355,0.274170133,1.478686701,0.18541462,NA,NA
ENSG00000247675,3.82262716,0.710474022,1.012827458,0.70147587,0.483006089,NA
ENSG00000247679,41.91778871,0.036684671,0.230459978,0.159180223,0.873526885,0.960071476
ENSG00000247708,29.7983668,-0.254855428,0.298240997,-0.854528486,0.392812233,0.695007424
ENSG00000247728,5.924316949,-0.439275917,0.622318268,-0.705870195,0.480268864,0.762295391
ENSG00000247735,8.343311225,-0.943588324,0.590257576,-1.598604342,0.109908544,0.340957773
ENSG00000247746,54.12131865,-0.985033352,0.236219287,-4.169995443,3.05E-05,0.000555378
ENSG00000247765,1.254142358,-2.812413094,1.86866938,-1.505035146,0.132315041,NA
ENSG00000247796,75.47818302,-0.773428046,0.226030506,-3.421786116,0.000622112,0.007151185
ENSG00000247809,65.21598913,0.072640533,0.228570643,0.317803426,0.750634052,0.916634292
ENSG00000247828,81.790592,-0.220454228,0.218670572,-1.008156816,0.313379186,0.621727828
ENSG00000247853,10.07765337,1.399734324,0.587345499,2.383153232,0.017165048,0.095439117
ENSG00000247903,174.5421383,0.996912916,0.290745866,3.428812003,0.000606229,0.006990427
ENSG00000247934,12.32171259,0.119387787,0.463786977,0.257419447,0.796854992,0.934152864
ENSG00000247950,16.35203956,-0.235097205,0.420386971,-0.559239989,0.575997945,0.823461079
ENSG00000247970,3.537666376,0.987872904,0.867763922,1.138412048,0.254948465,NA
ENSG00000247982,28.01833716,0.495102838,0.30469459,1.624915092,0.104180652,0.330971295
ENSG00000248008,99.46857621,-0.408713993,0.230457119,-1.773492587,0.076147119,0.269105351
ENSG00000248015,3.312982194,1.332529894,0.903218624,1.475312686,0.140128497,NA
ENSG00000248019,19.22266252,0.537646789,0.422734047,1.271832238,0.203432732,0.490406305
ENSG00000248049,76.74443459,-0.163476087,0.196308905,-0.832749217,0.404986181,0.704279677
ENSG00000248050,1.82798992,0.303258658,1.108194105,0.27365121,0.784352675,NA
ENSG00000248079,21.2648669,-0.769112746,0.465730315,-1.651412246,0.098654426,0.318532329
ENSG00000248092,264.4959964,-0.293069421,0.181011485,-1.619065339,0.105433205,0.333100007
ENSG00000248098,1.089797917,0.517231446,1.89071464,0.273563993,0.784419708,NA
ENSG00000248103,2.344216304,-0.062259672,1.033742573,-0.060227443,0.951974489,NA
ENSG00000248113,37.30902225,0.175320138,0.309056178,0.567275953,0.570526712,0.819917406
ENSG00000248121,8.930168242,-0.366796173,0.509611332,-0.719756704,0.471674807,0.754998707
ENSG00000248124,168.4793103,-0.269896833,0.18188008,-1.483927396,0.137828183,0.391381032
ENSG00000248126,12.1133143,-0.052832974,0.467802187,-0.112938708,0.910079148,0.973484507
ENSG00000248144,820.4050879,1.152716585,0.225544851,5.110808684,3.21E-07,1.01E-05
ENSG00000248155,2.684941513,-0.186354334,0.97979158,-0.190197934,0.84915403,NA
ENSG00000248159,1.848726506,-0.611053466,1.060039846,-0.576443866,0.564315202,NA
ENSG00000248161,9.733858063,-0.529800862,0.578740354,-0.915437913,0.359961783,0.667055556
ENSG00000248175,57.98635706,0.323466283,0.307189291,1.052986846,0.292347021,0.599106431
ENSG00000248180,3.166498555,0.163545575,0.833478551,0.196220497,0.844437586,NA
ENSG00000248187,7.689529943,3.57028405,0.931837319,3.831445657,0.000127393,0.001887315
ENSG00000248206,3.509825074,-0.85989681,0.879891941,-0.97727547,0.328432794,NA
ENSG00000248208,1.930982357,-0.372632138,1.269525889,-0.293520708,0.769124174,NA
ENSG00000248213,15.09043752,-0.159631758,0.373022653,-0.427941189,0.668693938,0.878253967
ENSG00000248222,1.884616457,1.701930939,1.392011212,1.222641688,0.22146506,NA
ENSG00000248240,2.136148657,-0.464301412,1.092530989,-0.424977797,0.670852861,NA
ENSG00000248243,1.17236659,-1.089591927,1.454073894,-0.749337384,0.453653881,NA
ENSG00000248254,1.688843331,-0.363328654,1.159133839,-0.313448406,0.753940013,NA
ENSG00000248256,1.659771579,-0.302947859,1.417448434,-0.213727605,0.830759483,NA
ENSG00000248257,6.418118333,-0.846603794,0.960121333,-0.881767506,0.377902547,0.682396097
ENSG00000248265,1.486533447,-0.921451188,1.367277107,-0.673931556,0.500354829,NA
ENSG00000248275,66.66740304,0.180134828,0.252810823,0.712528151,0.476137786,0.75874674
ENSG00000248278,225.135148,-0.241827864,0.153229819,-1.578203676,0.114518826,0.348803206
ENSG00000248280,8.126373736,-0.528316294,0.577745891,-0.914444052,0.360483563,0.66736753
ENSG00000248290,1245.56586,-0.486961231,0.417954707,-1.165105268,0.243976385,0.545576822
ENSG00000248309,5.313748243,-0.667819136,0.837010933,-0.797861903,0.424950633,0.720778178
ENSG00000248323,1.527689348,1.305703435,1.814690499,0.719518527,0.471821491,NA
ENSG00000248333,1275.603996,0.09319237,0.138668124,0.6720533,0.501549765,0.778099319
ENSG00000248334,120.8430661,0.25784124,0.243078442,1.060732653,0.288811416,0.595505792
ENSG00000248356,1.599534203,0.808419772,1.248336287,0.647597751,0.517245152,NA
ENSG00000248360,1.308611825,0.444344216,1.368995616,0.3245768,0.745501388,NA
ENSG00000248367,2.907554876,-2.26136073,1.020340361,-2.216280779,0.026672279,NA
ENSG00000248375,1.791030742,2.066551086,1.265736873,1.632686169,0.102535018,NA
ENSG00000248388,3.0789848,-0.157587552,0.944071569,-0.166923311,0.867430391,NA
ENSG00000248415,2.479756636,0.103773847,1.229869734,0.084377918,0.932755964,NA
ENSG00000248429,160.5834199,0.296591028,0.347820821,0.852712115,0.393818971,0.696119826
ENSG00000248441,5.768581508,0.154269163,1.117017017,0.138108159,0.890154938,0.967029328
ENSG00000248445,3.782021008,0.107807112,0.935672975,0.115218794,0.908271702,NA
ENSG00000248449,2.493635875,0.352036967,1.177567948,0.298952573,0.764976233,NA
ENSG00000248458,5.666294894,-0.121028573,0.980042597,-0.123493176,0.901716578,0.970808273
ENSG00000248472,19.61874927,0.260293962,0.701113156,0.371258134,0.710445277,0.899350366
ENSG00000248476,6.341671955,-0.622963488,0.621323326,-1.002639789,0.316034691,0.623904249
ENSG00000248477,22.91001598,-0.61190678,0.381978646,-1.60193976,0.109168931,0.339585451
ENSG00000248485,1.672144724,-1.368131406,1.298501792,-1.05362304,0.292055536,NA
ENSG00000248487,122.2752571,-0.130160049,0.172760007,-0.753415393,0.451200336,0.740039026
ENSG00000248489,7.4985542,-0.233785822,0.567018455,-0.412307254,0.680114232,0.884110094
ENSG00000248503,3.263233873,0.102540655,0.838567058,0.122280805,0.902676633,NA
ENSG00000248508,104.6861119,-0.170349836,0.266024998,-0.640352738,0.521943302,0.79117674
ENSG00000248527,11938.91062,0.127303096,0.153871195,0.827335458,0.408046951,0.706668876
ENSG00000248530,2.467484105,1.685273664,1.034417954,1.629199935,0.103270701,NA
ENSG00000248546,1.269997374,-1.654999939,1.890106012,-0.87561223,0.381240875,NA
ENSG00000248554,3.231546433,0.082935905,0.905223733,0.091619234,0.927000569,NA
ENSG00000248557,3.865326569,0.238546834,0.743106157,0.32101313,0.74820044,0.915442251
ENSG00000248559,2.593418088,0.316320398,1.050143615,0.301216323,0.763249544,NA
ENSG00000248569,35.50441346,0.21918744,0.270071073,0.811591696,0.417025958,0.714551978
ENSG00000248578,1.646598172,0.400779213,1.170147972,0.342503019,0.731972372,NA
ENSG00000248583,2.003635203,-0.307709264,1.179428009,-0.260897029,0.794171916,NA
ENSG00000248587,73.95057724,0.190833394,0.324140154,0.588737283,0.556037523,0.811891197
ENSG00000248592,3.51658554,0.366939477,0.850570359,0.431404025,0.666174624,NA
ENSG00000248593,58.36095805,-0.333216735,0.293889064,-1.133818082,0.256870865,0.559332739
ENSG00000248610,1.079807592,1.268565434,1.602499223,0.791616879,0.428584102,NA
ENSG00000248626,3.185307854,0.283473263,0.922990092,0.307124925,0.758748287,NA
ENSG00000248632,20.7498397,-0.132099437,0.444467526,-0.297208298,0.766307487,0.921565037
ENSG00000248641,6.67191435,-0.083903439,0.731437821,-0.114710282,0.908674764,0.973320401
ENSG00000248648,1.179048889,-2.06952851,1.611644129,-1.284110104,0.199103433,NA
ENSG00000248668,2.453658601,1.250329869,1.182933068,1.056974315,0.29052331,NA
ENSG00000248671,9.406513579,-0.700689663,0.601967171,-1.163999794,0.244424095,0.545935931
ENSG00000248677,6.214102129,-0.552117509,0.663532088,-0.832088635,0.405358917,0.70434841
ENSG00000248690,12.30796786,-0.189561281,0.450228464,-0.421033533,0.673730596,0.881134061
ENSG00000248697,15.25653733,-0.118263499,0.44408,-0.266311249,0.789999511,0.930697099
ENSG00000248712,17.19403051,-0.025773111,0.439222516,-0.058678939,0.953207834,0.987750272
ENSG00000248714,1.417341995,-2.213638385,1.48061933,-1.495075973,0.134894616,NA
ENSG00000248719,7.957351445,0.049806119,0.733495982,0.067902375,0.945863348,0.98455195
ENSG00000248727,2.360899981,-0.404034544,1.119821321,-0.36080269,0.718246952,NA
ENSG00000248734,10.24944624,0.210989663,0.558052318,0.378082226,0.705369512,0.898084208
ENSG00000248746,1.45182667,0.375222496,1.389637835,0.270014594,0.787149026,NA
ENSG00000248769,1.72686808,0.655072776,1.115193361,0.587407349,0.556930159,NA
ENSG00000248773,1.815176235,-0.01087568,1.136810621,-0.009566835,0.992366886,NA
ENSG00000248774,4.245670957,1.229728362,0.820528157,1.498703427,0.133950587,0.384581849
ENSG00000248780,9.753936591,-0.195436177,0.618763785,-0.31584941,0.752116812,0.917051652
ENSG00000248781,3.529693153,-0.243418231,0.800236416,-0.304182897,0.760988554,NA
ENSG00000248785,3.508414166,1.299509133,0.852068654,1.525122567,0.12722853,NA
ENSG00000248787,7.411296126,-0.114323537,0.671234726,-0.17031827,0.864759844,0.957295655
ENSG00000248794,2.245199366,-0.268617755,1.061322981,-0.253097087,0.80019319,NA
ENSG00000248795,12.35944273,0.32726636,0.457073921,0.716003134,0.473989414,0.756543121
ENSG00000248801,7.173470297,0.127806986,0.758723348,0.168450051,0.866229236,0.957295655
ENSG00000248810,66.1056467,0.316506369,1.468924977,0.215468029,NA,NA
ENSG00000248830,11.90325121,0.305208046,0.429735782,0.710222557,0.477566135,0.760091389
ENSG00000248835,160.1198804,0.001660941,0.160527727,0.010346753,0.991744633,0.99791823
ENSG00000248840,1.502112744,0.277286574,1.385336594,0.200158268,0.841356804,NA
ENSG00000248854,1.804318155,0.459758144,1.239616359,0.370887444,0.710721367,NA
ENSG00000248866,53.23530151,0.340740959,0.286209245,1.190530932,0.23383778,0.532423563
ENSG00000248869,58.02888259,-1.529375986,0.664948292,-2.299992354,0.021448653,0.112050198
ENSG00000248873,99.46694469,0.220833435,0.221895055,0.995215664,0.319631385,0.628181236
ENSG00000248874,2.153550565,0.270153374,1.245419741,0.21691753,0.828272616,NA
ENSG00000248890,16.6564678,-0.098024864,0.608633651,-0.161057254,0.872048307,0.959362541
ENSG00000248893,6.268658504,-1.324944651,0.625662205,-2.117667713,0.034203219,0.156614006
ENSG00000248905,1087.261629,-0.284726324,0.316795476,-0.89877017,0.368775092,0.674378682
ENSG00000248923,47.13702054,0.271769923,0.426826994,0.636721497,0.524306268,0.791919987
ENSG00000248925,3.077507228,0.163767301,0.91494702,0.17899102,0.857944752,NA
ENSG00000248927,14.95088708,0.931331299,0.506561767,1.838534529,0.065983679,0.244829628
ENSG00000248932,23.39581326,-0.90993408,0.348898722,-2.608017804,0.009106822,0.059363583
ENSG00000248936,1.446909926,0.983646811,1.3488974,0.729222854,0.465865354,NA
ENSG00000248966,14.21169537,-0.317494463,0.456330356,-0.695755738,0.486581813,0.767092208
ENSG00000248971,6.679319027,-0.067429231,0.627127101,-0.107520837,0.914375795,0.975359301
ENSG00000248988,1.741638179,0.166352558,1.609335967,0.103367203,0.917671541,NA
ENSG00000248996,3.012442803,0.997727827,0.927951506,1.075193931,0.282287912,NA
ENSG00000249014,6.755715749,0.392705648,0.637538865,0.615971307,0.537913457,0.799618689
ENSG00000249026,2.53274053,-1.010145035,0.954478738,-1.05832115,0.289909054,NA
ENSG00000249031,1.93152875,-0.842687641,1.360157559,-0.619551489,0.535553113,NA
ENSG00000249035,5.355942667,0.040419322,0.715098572,0.056522728,0.95492539,0.987791584
ENSG00000249042,41.9834556,-0.540979161,0.266393655,-2.030750922,0.042280268,0.180563806
ENSG00000249054,5.631834854,-1.461009842,0.676135189,-2.160825034,0.030708858,0.145261652
ENSG00000249087,102.5715896,-0.410636122,0.24484543,-1.677123895,0.093518257,0.308185166
ENSG00000249096,1.312112609,1.462024418,1.334531519,1.095533824,0.273282836,NA
ENSG00000249115,161.2502498,-0.640851458,0.204678132,-3.131020653,0.001741999,0.016400262
ENSG00000249119,74.55136953,0.515240894,0.245070023,2.102423173,0.035516223,0.160795089
ENSG00000249129,11.93451495,-0.327346761,0.522230344,-0.626824475,0.530774299,0.795945335
ENSG00000249142,8.364024773,0.071567881,0.625120073,0.114486615,0.908852056,0.973320401
ENSG00000249156,2.092324049,4.603971406,3.037291563,1.515814768,0.129566197,NA
ENSG00000249169,1.07307332,-1.909261791,1.649078587,-1.157774897,0.24695591,NA
ENSG00000249188,1.418414406,-1.357538061,1.465442056,-0.926367614,0.354254969,NA
ENSG00000249193,1.843673181,0.648783069,1.094931462,0.592533041,0.553493702,NA
ENSG00000249207,2.058099371,-0.274776502,1.208679735,-0.227336071,0.820162426,NA
ENSG00000249210,1.873460386,1.744592098,1.367312815,1.275927556,0.201981129,NA
ENSG00000249214,1.539978903,-0.965615253,1.815335833,-0.531921001,0.594780711,NA
ENSG00000249230,24.20820116,-0.475342826,0.406420817,-1.169582869,0.242168875,0.542908238
ENSG00000249242,36.78283475,0.965153913,0.710974715,1.357508071,0.174619831,0.449755293
ENSG00000249244,8.377022017,-0.128289284,0.663770288,-0.193273617,0.846744687,0.952290425
ENSG00000249245,14.25217004,-0.401062574,0.414290801,-0.968070189,0.333009317,0.642267132
ENSG00000249249,4.935915877,-0.666006645,0.65668654,-1.014192624,0.310490847,0.618014858
ENSG00000249252,2.287875579,0.514912269,1.007025587,0.511319946,0.609127041,NA
ENSG00000249258,3.177884968,0.4112278,0.90176671,0.456024597,0.648372291,NA
ENSG00000249264,1873.891822,-0.21019551,0.131775582,-1.595102116,0.110689402,0.342406408
ENSG00000249272,4.626958524,0.003152696,0.719105089,0.004384194,0.99650193,0.999269388
ENSG00000249286,3.983063075,0.212614892,0.706530906,0.300927943,0.763469442,0.920592573
ENSG00000249288,1.168739416,0.239231351,1.854865855,0.128975015,0.897377419,NA
ENSG00000249304,3.015887708,0.593065896,0.998486848,0.593964655,0.552535754,NA
ENSG00000249307,6.180977636,1.883126906,0.899997827,2.09236828,0.036405584,0.163434624
ENSG00000249341,2.959378474,2.00541663,0.969934818,2.067578761,0.038679651,NA
ENSG00000249348,42.39633349,0.0344349,0.388820484,0.088562463,0.929429641,0.979498171
ENSG00000249353,914.7770962,-0.178653984,0.147483863,-1.211345977,0.225762835,0.52124155
ENSG00000249356,6.272337328,0.031498379,0.716312822,0.043972937,0.964925976,0.990391834
ENSG00000249357,1.763205409,4.357771088,2.524827388,1.725967925,0.084353183,NA
ENSG00000249363,1.172775294,1.387994556,1.556081557,0.891980597,0.372403333,NA
ENSG00000249364,8.839183495,5.165288659,1.222449886,4.225358209,2.39E-05,0.000453833
ENSG00000249375,1.877076176,-1.434019703,1.342612955,-1.068081235,0.28548387,NA
ENSG00000249378,1.221254892,-1.522603694,2.278322674,-0.668300286,0.503941931,NA
ENSG00000249379,1.841535215,0.053424531,1.174347864,0.045492935,0.963714406,NA
ENSG00000249406,2.239244607,-0.57202168,1.079718533,-0.529787776,0.596259082,NA
ENSG00000249417,3.59162653,-0.515439925,0.862893739,-0.597338816,0.550281194,NA
ENSG00000249437,270.3503523,-0.354795511,0.264575659,-1.340998311,0.179921001,0.456815015
ENSG00000249456,5.192300928,0.905472258,0.701136499,1.291435062,0.196552859,0.480935544
ENSG00000249459,156.674674,-0.462358837,0.170061826,-2.718769105,0.006552533,0.046055304
ENSG00000249464,5.659954631,0.307857927,0.673197044,0.457307306,0.647450179,0.864973523
ENSG00000249465,7.463874908,0.106656032,0.613217322,0.173928602,0.861921574,0.956732174
ENSG00000249471,75.44925514,-0.252049896,0.214257346,-1.176388589,0.239439629,0.540162304
ENSG00000249476,3.377514606,0.705363719,1.038665218,0.679105939,0.497070739,NA
ENSG00000249485,19.28824571,-0.004582839,0.444528379,-0.010309441,0.991774402,0.99791823
ENSG00000249489,2.446680589,0.764721726,1.257146074,0.608299817,0.542988643,NA
ENSG00000249492,3.512671101,-0.364763938,1.028842849,-0.354538051,0.722935693,NA
ENSG00000249502,2.526351271,0.203915524,0.920565312,0.221511196,0.82469442,NA
ENSG00000249506,2.467582863,-0.253461716,1.040449004,-0.243608014,0.807534421,NA
ENSG00000249532,1.558901308,1.344966407,1.286690692,1.04529116,0.295888422,NA
ENSG00000249565,193.0541858,0.398172127,0.162763559,2.446322321,0.014432191,0.083786189
ENSG00000249572,7.037861199,0.080059629,0.662113965,0.12091518,0.903758219,0.971686726
ENSG00000249592,34.4814281,-0.081393288,0.339607268,-0.239668865,0.810586974,0.939097775
ENSG00000249604,4.732225036,0.058209793,0.725436439,0.080241066,0.936045529,0.981635845
ENSG00000249609,3.344216302,1.1438665,1.144681508,0.999288004,0.317655195,NA
ENSG00000249626,10.80894887,-0.869095485,0.53859043,-1.613648213,0.106603753,0.33534474
ENSG00000249628,2.432890932,0.390771702,0.94598677,0.413083687,0.679545301,NA
ENSG00000249633,2.619532514,-0.032749756,1.039690348,-0.031499528,0.974871168,NA
ENSG00000249635,1.942398292,-0.118753934,1.118723441,-0.106151288,0.915462319,NA
ENSG00000249661,2.11896094,-0.780531684,1.049920118,-0.743420067,0.457227399,NA
ENSG00000249669,82.82063315,0.362613607,0.29892296,1.213067099,0.225104168,0.520551675
ENSG00000249673,240.1802627,-0.341440357,0.147238164,-2.318966408,0.020396858,0.108088673
ENSG00000249684,5.377942608,0.080447801,0.703800577,0.114304824,0.908996159,0.973320401
ENSG00000249685,6.121175313,-0.147102496,0.866146983,-0.169835489,0.865139516,0.957295655
ENSG00000249693,10.70101126,-0.509548764,0.631976836,-0.806277596,0.420082806,0.716943917
ENSG00000249700,25.86196772,0.158138048,0.367637539,0.430146627,0.667088984,0.87740837
ENSG00000249706,9.764381509,0.659806852,0.522912746,1.261791488,0.207023826,0.495402767
ENSG00000249709,1.657342338,1.076767791,1.353092721,0.795782709,0.426158343,NA
ENSG00000249713,2.68712903,-0.115304669,1.04269623,-0.110583184,0.911946883,NA
ENSG00000249715,9.069345305,-0.57865724,0.529154745,-1.09355013,0.274152331,0.578563284
ENSG00000249740,10.83854795,0.297310777,0.4844952,0.613650614,0.539446229,0.800082056
ENSG00000249741,58.8368364,-0.047989813,0.228994111,-0.20956789,0.834004943,0.947888583
ENSG00000249755,1.583871634,-1.130274552,1.378377878,-0.820003404,0.412214166,NA
ENSG00000249767,2.757330219,-1.590463467,1.196252505,-1.329538254,0.183670454,NA
ENSG00000249774,1.199482825,2.02427172,1.616480091,1.252271359,0.210471002,NA
ENSG00000249776,5.782453685,-0.753513669,0.700560576,-1.075586743,0.282112119,0.588079541
ENSG00000249790,9.476290927,-0.845492735,2.953283657,-0.286289037,NA,NA
ENSG00000249816,1.329292244,0.823388448,1.445171601,0.569751334,0.568846367,NA
ENSG00000249834,1.129281442,-1.668809431,1.861330981,-0.896567804,0.369949584,NA
ENSG00000249835,4.739524515,-0.87993575,0.727684727,-1.209226631,0.226575789,0.522594334
ENSG00000249839,171.7615625,-0.811851596,0.210645815,-3.854107416,0.000116153,0.001737571
ENSG00000249846,7.253389585,-0.443446222,0.577280541,-0.768164159,0.442389663,0.733812815
ENSG00000249852,2.782149332,0.614256926,0.970512389,0.632920231,0.526785735,NA
ENSG00000249855,3449.863533,-0.045365785,0.170499917,-0.266075114,0.790181361,0.930697099
ENSG00000249858,5.949377203,-0.300917457,0.669343499,-0.449571046,0.653019769,0.867810135
ENSG00000249859,56.91542295,0.105123841,0.296607947,0.354420176,0.723024017,0.905484315
ENSG00000249863,3.930757784,0.368601701,0.818296893,0.450449837,0.652386117,0.867665055
ENSG00000249868,85.44441096,-0.16303768,0.366931868,-0.444326848,0.656806293,0.870463324
ENSG00000249889,3.428692526,-0.446265934,0.854222592,-0.522423474,0.601375516,NA
ENSG00000249898,8.241599274,-0.17794906,0.544689577,-0.326698118,0.743896224,0.913865841
ENSG00000249908,2.704405568,-0.242105191,0.903839205,-0.267863122,0.788804681,NA
ENSG00000249911,1.938044951,-1.474809508,1.198468209,-1.230578748,0.218480458,NA
ENSG00000249915,1042.65356,0.226010767,0.111971457,2.018467684,0.043542576,0.183960368
ENSG00000249923,3.059284146,-1.071262033,1.391075192,-0.770096425,0.441242696,NA
ENSG00000249931,43.45592426,-0.427752844,0.315394086,-1.356248779,0.175020027,0.450033155
ENSG00000249936,672.7657878,0.195497269,0.107827174,1.813061232,0.069822378,0.253855693
ENSG00000249937,9.274728804,-0.719490494,0.524860765,-1.370821639,0.170430564,0.442850124
ENSG00000249947,2.580313176,-0.729309789,1.095566853,-0.665691726,0.505608163,NA
ENSG00000249948,2.236879159,2.52182678,1.225321066,2.05809469,0.039581045,NA
ENSG00000249965,1.447267871,0.171090011,1.261695232,0.135603279,0.892134913,NA
ENSG00000249978,3.162889934,-1.64853112,1.160636335,-1.420368353,0.155500471,NA
ENSG00000249984,1.339402274,-1.386466775,1.694187947,-0.818366568,0.413147906,NA
ENSG00000249986,1.249246724,0.75764011,1.464617953,0.517295386,0.604949974,NA
ENSG00000249992,487.620902,-0.592051475,0.230101892,-2.572996983,0.010082209,0.064354895
ENSG00000249996,4.406437237,-0.021630449,0.702064677,-0.030809767,0.975421251,0.993870522
ENSG00000250012,3.437585659,0.127333914,0.942289105,0.135132533,0.892507088,NA
ENSG00000250015,2.741292408,-0.282515527,1.177075095,-0.240014871,0.810318728,NA
ENSG00000250027,2.23920215,-0.830556948,1.035868307,-0.801797818,0.422669921,NA
ENSG00000250030,8.006296974,0.023082669,0.524121998,0.044040642,0.964872008,0.990391834
ENSG00000250031,2.112331289,0.655536481,1.149082573,0.570486835,0.568347548,NA
ENSG00000250033,5.56376882,-1.768345798,0.802293464,-2.204113428,0.027516368,0.134621126
ENSG00000250041,6.856965485,-1.440243549,0.668111358,-2.155693855,0.031107578,0.146958968
ENSG00000250067,47.95067221,0.167473604,0.363405967,0.460844398,0.644910246,0.86308613
ENSG00000250073,1.772063229,0.31745202,1.262266688,0.251493621,0.801432494,NA
ENSG00000250090,6.512030587,-1.278861805,0.801501822,-1.595581906,0.11058217,0.34220582
ENSG00000250091,44.82795021,-0.547645568,0.239013565,-2.291274007,0.021947571,0.113945452
ENSG00000250107,1.956094409,0.092931269,1.065632438,0.08720762,0.930506483,NA
ENSG00000250111,39.31927692,0.058205079,0.559218298,0.104082929,0.917103538,0.97660117
ENSG00000250116,10.62519407,-0.536344605,0.45596987,-1.176272031,0.239486189,0.540172073
ENSG00000250120,2.822018358,0.691047702,1.191010766,0.580219526,0.561766588,NA
ENSG00000250126,1.272158154,-0.368155334,1.684150561,-0.218600013,0.826961643,NA
ENSG00000250131,9.72387504,-0.103809175,0.842290364,-0.123246305,0.901912059,0.97087219
ENSG00000250132,43.28877265,-0.598041062,0.260053883,-2.299681344,0.02146628,0.112078691
ENSG00000250138,9.160857898,-0.368391582,0.578448443,-0.636861567,0.524215019,0.791919987
ENSG00000250144,5.036677813,-0.270840418,0.706969803,-0.383100405,0.70164532,0.896222119
ENSG00000250159,3.257376934,-0.949546652,0.900888087,-1.054011775,0.291877526,NA
ENSG00000250182,7630.610552,-0.097709284,0.242315889,-0.403231022,0.68677828,0.888256592
